,Company,TypeName,Cpu,Ram,Memory,Gpu,OpSys,Weight,Price,ppi,IPS,Touchscreen,Layer1SDD,Layer1Flash_storage,HDD,SSD,Hybrid,Flash_Storage
409,Lenovo,Notebook,Other Intel Processor,2,32GB Flash Storage,Intel HD,Windows 10,1.15,27117,135.0,0,0,0,1,0,0,0,32
410,Lenovo,Workstation,Intel Core i7,8,512GB SSD,Nvidia Quadro,Windows 10,2.67,171460,141.0,0,0,0,0,0,512,0,0
411,Lenovo,Ultrabook,Intel Core i7,8,512GB SSD,Nvidia GeForce,Windows 10,1.7,173063,210.0,1,0,0,0,0,512,0,0
412,HP,Notebook,Intel Core i3,4,1TB HDD,AMD Radeon,Windows 10,2.1,41774,141.0,0,0,0,0,1,0,0,0
413,Acer,2 in 1 Convertible,Intel Core i7,8,256GB SSD,Intel HD,Windows 10,1.6,70277,166.0,1,1,0,0,0,256,0,0
414,Asus,2 in 1 Convertible,Intel Core i5,8,256GB SSD,Intel HD,Windows 10,1.27,82657,166.0,1,1,0,0,0,256,0,0
415,Dell,Notebook,Intel Core i5,4,256GB SSD,AMD Radeon,Linux,2.3,53344,141.0,0,0,0,0,0,256,0,0
416,Dell,Notebook,Intel Core i3,4,128GB SSD,Intel HD,Windows 10,1.65,61369,118.0,0,0,0,0,0,128,0,0
417,HP,Ultrabook,Intel Core i7,8,256GB SSD,Intel HD,Windows 10,1.43,133605,157.0,0,0,0,0,0,256,0,0
418,Dell,Notebook,Intel Core i5,8,1TB HDD,Intel HD,Windows 10,2.14,48093,100.0,0,0,0,0,1,0,0,0
419,Lenovo,Ultrabook,Intel Core i7,8,256GB SSD,AMD Radeon,Windows 10,1.75,108254,157.0,1,0,0,0,0,256,0,0
420,Lenovo,2 in 1 Convertible,Intel Core i7,16,512GB SSD,Nvidia GeForce,Windows 10,2.0,169144,282.0,1,1,0,0,0,512,0,0
422,HP,Notebook,Intel Core i7,8,256GB SSD,Intel HD,Windows 10,2.31,127103,141.0,0,0,0,0,0,256,0,0
423,Asus,Notebook,Intel Core i3,8,1TB HDD,Nvidia GeForce,Linux,2.3,53175,141.0,0,0,0,0,1,0,0,0
424,Dell,Gaming,Intel Core i7,16,256GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,4.42,249307,170.0,1,0,0,0,1,256,0,0
425,Dell,Gaming,Intel Core i7,8,128GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,2.62,103232,141.0,1,0,0,0,1,128,0,0
426,Dell,Notebook,Intel Core i7,8,256GB SSD +  2TB HDD,AMD Radeon,Windows 10,2.02,101754,141.0,0,0,0,0,2,256,0,0
427,Dell,Ultrabook,Intel Core i7,8,256GB SSD,Intel HD,Linux,1.6,97888,157.0,0,0,0,0,0,256,0,0
428,HP,Gaming,Intel Core i7,12,256GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,3.35,178051,127.0,0,0,0,0,1,256,0,0
431,Lenovo,Notebook,Intel Core i7,8,256GB SSD,Intel HD,Windows 10,1.4,89961,166.0,1,0,0,0,0,256,0,0
432,Lenovo,Notebook,Intel Core i3,4,128GB SSD,Intel HD,Windows 10,1.7,53353,157.0,1,0,0,0,0,128,0,0
433,Lenovo,Workstation,Intel Core i7,16,512GB SSD,Nvidia GeForce,Windows 10,2.3,217776,282.0,1,0,0,0,0,512,0,0
434,Lenovo,Notebook,Intel Core i7,16,512GB SSD,Nvidia Quadro,Windows 10,2.5,218132,141.0,0,0,0,0,0,512,0,0
435,Asus,Gaming,AMD Ryzen Series,8,256GB SSD +  1TB HDD,AMD Radeon,Windows 10,3.2,150974,127.0,0,0,0,0,1,256,0,0
436,HP,Notebook,Other Intel Processor,4,500GB HDD,Intel HD,Windows 10,2.1,30907,100.0,0,0,0,0,500,0,0,0
438,Lenovo,Ultrabook,Intel Core i7,24,512GB SSD,Intel HD,Windows 10,1.32,212165,210.0,0,0,0,0,0,512,0,0
439,Asus,Notebook,Intel Core i5,4,256GB SSD,Intel HD,Linux,2.0,49790,141.0,0,0,0,0,0,256,0,0
440,Lenovo,Notebook,AMD A-Series,8,1TB HDD,AMD Radeon,Windows 10,2.8,46227,106.0,0,0,0,0,1,0,0,0
441,Dell,Notebook,Intel Core i5,4,256GB SSD,AMD Radeon,Windows 10,2.2,66713,141.0,0,0,0,0,0,256,0,0
442,Lenovo,Ultrabook,Intel Core i5,8,256GB SSD,Intel HD,Windows 10,1.36,127281,176.0,1,0,0,0,0,256,0,0
443,Lenovo,Notebook,Other Intel Processor,4,128GB SSD,Intel HD,Windows 10,2.2,31085,141.0,0,0,0,0,0,128,0,0
444,HP,Gaming,Intel Core i7,8,128GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,2.2,97888,141.0,1,0,0,0,1,128,0,0
445,Dell,Notebook,Intel Core i5,8,256GB SSD,Nvidia GeForce,Windows 10,1.64,105014,157.0,0,0,0,0,0,256,0,0
446,Acer,Notebook,Intel Core i5,4,500GB HDD,Intel HD,Linux,2.4,39351,100.0,0,0,0,0,500,0,0,0
447,Dell,Workstation,Other Intel Processor,8,64GB Flash Storage +  1TB HDD,Nvidia Quadro,Windows 10,2.23,177517,141.0,0,0,0,1,1,0,0,64
448,MSI,Gaming,Intel Core i5,8,256GB SSD,Nvidia GeForce,Windows 10,2.2,91541,141.0,0,0,0,0,0,256,0,0
450,HP,Notebook,Intel Core i5,8,128GB SSD,Intel HD,Windows 10,1.91,52462,100.0,0,0,0,0,0,128,0,0
451,Dell,Workstation,Intel Core i7,16,256GB SSD,Nvidia Quadro,Windows 10,2.17,175913,141.0,1,0,0,0,0,256,0,0
452,HP,Workstation,Intel Core i7,8,512GB SSD,Intel HD,Windows 10,2.31,136633,141.0,1,0,0,0,0,512,0,0
453,Lenovo,Notebook,Intel Core i5,8,256GB SSD,Intel HD,Windows 10,1.65,119799,157.0,0,0,0,0,0,256,0,0
454,Dell,Notebook,Intel Core i7,8,128GB SSD +  1TB HDD,AMD Radeon,Windows 10,2.36,87200,141.0,0,0,0,0,1,128,0,0
455,Dell,2 in 1 Convertible,Other Intel Processor,4,500GB HDD,Intel HD,Windows 10,1.47,42665,135.0,0,1,0,0,500,0,0,0
456,Dell,Notebook,Intel Core i7,8,1TB HDD,Nvidia GeForce,Windows 10,4.42,182237,127.0,1,0,0,0,1,0,0,0
459,HP,Notebook,Intel Core i3,8,256GB SSD,Intel HD,Windows 10,2.5,56996,106.0,0,0,0,0,0,256,0,0
460,Acer,Notebook,Intel Core i3,4,1TB HDD,Nvidia GeForce,Windows 10,2.23,48454,141.0,0,0,0,0,1,0,0,0
461,Acer,Netbook,Other Intel Processor,4,128GB SSD,Intel HD,Windows 10,1.4,38745,135.0,0,0,0,0,0,128,0,0
462,Asus,Notebook,Intel Core i5,8,1TB HDD,Intel HD,Windows 10,2.37,66713,141.0,0,0,0,0,1,0,0,0
463,Lenovo,Notebook,Intel Core i7,8,512GB SSD,AMD Radeon,No OS,1.5,71167,157.0,1,0,0,0,0,512,0,0
464,Lenovo,Notebook,Intel Core i7,8,256GB SSD,Nvidia Quadro,Windows 10,2.67,186156,141.0,0,0,0,0,0,256,0,0
465,Asus,Notebook,Other Intel Processor,4,500GB HDD,Intel HD,Windows 10,2.0,27077,100.0,0,0,0,0,500,0,0,0
466,Acer,Notebook,Intel Core i3,4,500GB HDD,Nvidia GeForce,Windows 10,2.2,41774,100.0,0,0,0,0,500,0,0,0
467,Dell,Notebook,Intel Core i5,8,2TB HDD,AMD Radeon,Windows 10,2.02,67604,141.0,0,0,0,0,2,0,0,0
468,HP,Gaming,Intel Core i7,12,1TB HDD,Nvidia GeForce,Windows 10,3.78,151330,127.0,1,0,0,0,1,0,0,0
469,Lenovo,Ultrabook,Intel Core i7,12,256GB SSD,Intel HD,Windows 10,1.4,165492,210.0,1,0,0,0,0,256,0,0
470,HP,2 in 1 Convertible,Intel Core i7,8,512GB SSD,Intel UHD,Windows 10,1.29,178051,331.0,1,1,0,0,0,512,0,0
471,HP,Notebook,Intel Core i5,8,500GB HDD,AMD FirePro,Windows 10,1.9,102787,141.0,0,0,0,0,500,0,0,0
473,Dell,Ultrabook,Intel Core i5,8,256GB SSD,Intel UHD,Windows 10,1.42,164054,166.0,0,1,0,0,0,256,0,0
474,Asus,Notebook,Intel Core i7,12,128GB SSD +  1TB HDD,Intel HD,Windows 10,2.06,115702,282.0,1,0,0,0,1,128,0,0
475,Dell,Notebook,Intel Core i3,8,128GB SSD,Intel HD,Windows 10,1.79,65912,112.0,0,0,0,0,0,128,0,0
476,Dell,Workstation,Intel Core i7,8,256GB SSD,Nvidia Quadro,Windows 10,1.78,214481,141.0,0,0,0,0,0,256,0,0
477,Lenovo,Notebook,Intel Core i5,8,180GB SSD,Intel HD,Windows 10,1.7,121491,157.0,0,0,0,0,0,180,0,0
478,Dell,Notebook,Intel Core i5,8,1TB HDD,AMD Radeon,Windows 10,2.2,60122,141.0,0,0,0,0,1,0,0,0
479,Toshiba,Notebook,Intel Core i5,8,256GB SSD,Intel HD,Windows 10,1.05,148925,166.0,1,0,0,0,0,256,0,0
480,Dell,Notebook,Intel Core i7,8,512GB SSD,Nvidia GeForce,Windows 10,2.16,112406,141.0,1,0,0,0,0,512,0,0
481,Dell,Notebook,Intel Core i3,4,1TB HDD,Intel HD,Windows 10,2.18,52248,100.0,0,0,0,0,1,0,0,0
482,HP,Notebook,Intel Core i5,4,128GB SSD,Intel UHD,Windows 10,1.49,64665,166.0,1,0,0,0,0,128,0,0
484,Lenovo,Notebook,Intel Core i3,4,128GB SSD,Intel HD,Windows 10,2.3,50325,100.0,0,0,0,0,0,128,0,0
485,Lenovo,Notebook,Intel Core i5,8,256GB SSD,Intel UHD,Windows 10,1.75,93434,157.0,1,0,0,0,0,256,0,0
486,Dell,Workstation,Intel Core i7,16,512GB SSD,Nvidia Quadro,Windows 10,2.17,208246,141.0,1,0,0,0,0,512,0,0
487,Dell,Notebook,Intel Core i7,16,512GB SSD,Nvidia GeForce,Windows 10,2.06,169144,141.0,0,0,0,0,0,512,0,0
488,Lenovo,Ultrabook,Intel Core i7,16,512GB SSD,Intel HD,Windows 10,1.36,160148,176.0,1,0,0,0,0,512,0,0
489,Asus,Ultrabook,Intel Core i7,16,512GB SSD,Intel HD,Windows 10,0.91,173686,176.0,0,0,0,0,0,512,0,0
490,Lenovo,Notebook,Intel Core i5,8,256GB SSD,Nvidia GeForce,Windows 10,2.3,90138,141.0,1,0,0,0,0,256,0,0
491,Toshiba,Ultrabook,Intel Core i7,32,512GB SSD,Intel HD,Windows 10,1.05,249307,166.0,0,1,0,0,0,512,0,0
492,Asus,Gaming,Intel Core i7,8,128GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,1.99,120244,141.0,0,0,0,0,1,128,0,0
493,Acer,Notebook,AMD A-Series,8,1TB HDD,AMD Radeon,Windows 10,2.2,51572,100.0,0,0,0,0,1,0,0,0
494,Asus,Gaming,Intel Core i7,24,256GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,4.33,113030,127.0,1,1,0,0,1,256,0,0
495,Lenovo,Ultrabook,Intel Core i5,8,180GB SSD,Intel HD,Windows 10,1.3,97888,125.0,1,0,0,0,0,180,0,0
496,Lenovo,Notebook,Intel Core i7,8,256GB SSD,Intel UHD,Windows 10,2.17,80065,141.0,0,0,0,0,0,256,0,0
497,HP,Notebook,Intel Core i7,8,1TB SSD,Intel HD,Windows 10,1.48,155783,157.0,0,0,0,0,0,1,0,0
498,Lenovo,Notebook,Intel Core i3,8,256GB SSD,Intel HD,Windows 10,1.4,84527,166.0,1,0,0,0,0,256,0,0
499,Lenovo,Notebook,Intel Core i5,8,256GB SSD,Intel HD,Windows 10,2.3,81143,141.0,1,0,0,0,0,256,0,0
500,Asus,Netbook,Other Intel Processor,4,64GB Flash Storage,Intel HD,Windows 10,1.2,30284,135.0,0,0,0,1,0,0,0,64
501,HP,Notebook,Intel Core i5,8,256GB SSD,AMD Radeon,Windows 10,1.91,55133,100.0,0,0,0,0,0,256,0,0
503,Lenovo,Notebook,Other Intel Processor,4,500GB HDD,Intel HD,Windows 10,2.1,26632,112.0,0,0,0,0,500,0,0,0
504,Lenovo,Netbook,Other Intel Processor,4,16GB SSD,Intel HD,Chrome OS,1.25,23604,135.0,0,0,0,0,0,16,0,0
505,Lenovo,Notebook,Intel Core i5,8,256GB SSD,Intel HD,Windows 10,1.44,84527,166.0,0,0,0,0,0,256,0,0
506,Asus,Notebook,Intel Core i7,8,256GB SSD +  1TB HDD,Intel HD,Windows 10,2.0,109022,141.0,0,0,0,0,1,256,0,0
507,Acer,Notebook,Intel Core i5,4,1TB HDD,Nvidia GeForce,Windows 10,2.2,54600,141.0,1,0,0,0,1,0,0,0
508,HP,Ultrabook,Intel Core i7,8,512GB SSD,Intel HD,Windows 10,1.34,117840,166.0,1,0,0,0,0,512,0,0
509,Lenovo,Gaming,Intel Core i7,8,256GB SSD +  1TB HDD,Nvidia GeForce,No OS,2.4,102341,141.0,1,0,0,0,1,256,0,0
510,Dell,Ultrabook,Intel Core i5,8,128GB SSD,Intel HD,Windows 10,1.29,80074,166.0,1,1,0,0,0,128,0,0
511,Acer,Notebook,Intel Core i7,4,500GB HDD,Nvidia GeForce,Windows 10,2.2,56916,141.0,0,0,0,0,500,0,0,0
512,Dell,Notebook,Intel Core i5,8,1TB HDD,Intel HD,Windows 10,2.18,74463,141.0,0,0,0,0,1,0,0,0
513,Dell,Notebook,Intel Core i7,16,256GB SSD +  2TB HDD,AMD Radeon,Windows 10,2.2,108598,141.0,0,0,0,0,2,256,0,0
515,Asus,Netbook,Other Intel Processor,2,32GB Flash Storage,Intel HD,Windows 10,1.1,21822,135.0,0,0,0,1,0,0,0,32
516,HP,Notebook,Intel Core i5,4,1TB HDD,Intel UHD,Windows 10,2.04,46447,100.0,0,1,0,0,1,0,0,0
517,Asus,Gaming,Intel Core i7,24,512GB SSD,Nvidia GeForce,Windows 10,2.24,264360,141.0,0,0,0,0,0,512,0,0
518,HP,Notebook,Intel Core i5,8,256GB SSD,Nvidia GeForce,Windows 10,2.04,79183,141.0,0,0,0,0,0,256,0,0
519,Asus,Gaming,Intel Core i7,16,256GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,3.0,133961,127.0,0,0,0,0,1,256,0,0
520,Lenovo,Gaming,Intel Core i7,8,256GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,3.2,124609,141.0,1,0,0,0,1,256,0,0
521,HP,Ultrabook,Intel Core i7,8,256GB SSD,Intel HD,Windows 10,1.32,124609,166.0,1,0,0,0,0,256,0,0
522,Dell,Notebook,Intel Core i5,8,256GB SSD,Intel HD,Windows 10,1.64,113986,157.0,0,0,0,0,0,256,0,0
523,HP,Notebook,Intel Core i3,4,128GB SSD,Intel HD,Windows 10,1.63,61369,100.0,0,0,0,0,0,128,0,0
524,Dell,Notebook,Intel Core i5,8,128GB SSD +  1TB HDD,AMD Radeon,Linux,2.8,79183,127.0,1,0,0,0,1,128,0,0
525,Lenovo,Notebook,Intel Core i5,8,256GB SSD,Intel HD,Windows 7,2.02,119354,157.0,0,0,0,0,0,256,0,0
526,Lenovo,Notebook,Intel Core i7,4,1TB HDD,Nvidia GeForce,Windows 10,2.2,71167,141.0,0,0,0,0,1,0,0,0
527,Lenovo,Notebook,Intel Core i3,8,2TB HDD,Nvidia GeForce,No OS,2.2,40883,100.0,0,0,0,0,2,0,0,0
528,Dell,Notebook,Intel Core i5,4,500GB HDD,AMD Radeon,Windows 10,2.3,52106,141.0,0,0,0,0,500,0,0,0
529,Dell,Notebook,Intel Core i5,8,256GB SSD,Intel HD,Windows 10,1.9,122649,141.0,0,0,0,0,0,256,0,0
530,Dell,Gaming,Intel Core i7,16,128GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,4.42,268347,127.0,1,0,0,0,1,128,0,0
531,Toshiba,Notebook,Intel Core i5,8,500GB HDD,Intel HD,Windows 10,2.0,76600,141.0,1,0,0,0,500,0,0,0
532,Asus,Notebook,Intel Core i7,8,256GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,2.0,115702,282.0,1,0,0,0,1,256,0,0
534,Asus,Gaming,Intel Core i5,8,128GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,2.3,146876,141.0,1,0,0,0,1,128,0,0
535,Dell,Notebook,Intel Core i7,8,256GB SSD,Nvidia GeForce,Windows 10,1.93,121937,141.0,0,0,0,0,0,256,0,0
536,Dell,Notebook,Intel Core i5,8,256GB SSD,AMD Radeon,Windows 10,2.2,71025,141.0,0,0,0,0,0,256,0,0
537,HP,Notebook,Other Intel Processor,4,256GB SSD,Intel HD,Windows 10,1.86,35538,141.0,0,0,0,0,0,256,0,0
538,HP,Gaming,Intel Core i7,12,1TB HDD,Nvidia GeForce,Windows 10,2.62,160237,127.0,0,0,0,0,1,0,0,0
539,Lenovo,Notebook,Intel Core i7,8,256GB SSD,Nvidia GeForce,Windows 10,1.87,76511,157.0,1,0,0,0,0,256,0,0
540,Dell,Ultrabook,Intel Core i7,8,256GB SSD,Intel UHD,Windows 10,1.2,124609,276.0,0,1,0,0,0,256,0,0
541,Dell,Notebook,Intel Core i3,4,128GB SSD,Intel HD,Windows 10,1.6,65544,157.0,0,0,0,0,0,128,0,0
542,HP,Ultrabook,Intel Core i7,8,256GB SSD,Intel HD,Windows 10,1.34,101985,276.0,1,0,0,0,0,256,0,0
543,Acer,Gaming,Intel Core i5,8,1TB HDD,Nvidia GeForce,Linux,2.4,71078,141.0,0,0,0,0,1,0,0,0
544,Asus,Notebook,AMD E-Series,4,500GB HDD,AMD Radeon,Windows 10,2.0,31085,100.0,0,0,0,0,500,0,0,0
545,HP,Notebook,Intel Core i3,4,128GB SSD,Intel HD,Windows 10,2.1,62839,141.0,0,0,0,0,0,128,0,0
546,Lenovo,Notebook,Intel Core i5,4,500GB HDD,Intel HD,Windows 10,1.87,69920,157.0,0,0,0,0,500,0,0,0
547,Lenovo,Notebook,Intel Core i5,4,1TB HDD,Intel HD,No OS,2.15,41182,141.0,0,0,0,0,1,0,0,0
548,HP,Notebook,Intel Core i3,4,500GB HDD,Intel HD,Windows 10,1.86,35361,141.0,0,0,0,0,500,0,0,0
549,Lenovo,Notebook,Intel Core i7,8,512GB SSD,Intel HD,Windows 10,1.99,154002,141.0,1,0,0,0,0,512,0,0
550,Lenovo,Notebook,Intel Core i3,4,128GB SSD,Intel HD,Windows 10,2.2,44446,141.0,0,0,0,0,0,128,0,0
551,Dell,Notebook,Intel Core i5,8,256GB SSD,Intel HD,Windows 10,1.9,99490,141.0,0,0,0,0,0,256,0,0
552,Dell,Gaming,Intel Core i7,16,256GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,4.42,240400,127.0,1,0,0,0,1,256,0,0
553,HP,Notebook,Intel Core i3,8,1TB HDD,Intel HD,Windows 10,2.65,48467,106.0,0,0,0,0,1,0,0,0
554,HP,Notebook,Intel Core i7,8,1TB HDD,Nvidia GeForce,Windows 10,2.63,114010,127.0,0,0,0,0,1,0,0,0
555,Asus,Notebook,Other Intel Processor,4,500GB HDD,Intel HD,Linux,2.0,19952,100.0,0,0,0,0,500,0,0,0
557,Lenovo,Notebook,Intel Core i7,6,128GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,2.8,84527,106.0,0,0,0,0,1,128,0,0
558,HP,Notebook,AMD A-Series,6,128GB SSD,AMD Radeon,Windows 10,1.91,50672,141.0,1,0,0,0,0,128,0,0
559,Dell,Notebook,Intel Core i3,4,1TB HDD,AMD Radeon,Windows 10,2.18,55036,100.0,0,0,0,0,1,0,0,0
560,Acer,2 in 1 Convertible,Other Intel Processor,4,32GB Flash Storage,Intel HD,Windows 10,1.25,31085,190.0,1,1,0,1,0,0,0,32
561,Lenovo,Notebook,Intel Core i3,4,128GB SSD,Intel HD,Windows 10,2.05,56114,141.0,0,0,0,0,0,128,0,0
562,HP,Ultrabook,Other Intel Processor,16,512GB SSD,Intel HD,Windows 10,1.16,175023,276.0,1,1,0,0,0,512,0,0
563,Lenovo,Notebook,Intel Core i7,8,256GB SSD,Nvidia Quadro,Windows 10,3.4,267121,127.0,1,0,0,0,0,256,0,0
564,Asus,Notebook,Intel Core i5,8,128GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,2.5,74730,141.0,0,0,0,0,1,128,0,0
565,Dell,Ultrabook,Intel Core i5,8,128GB SSD,Intel UHD,Windows 10,1.21,142423,331.0,1,1,0,0,0,128,0,0
566,Dell,Notebook,Intel Core i5,4,500GB HDD,Intel HD,Windows 10,1.93,85418,100.0,0,0,0,0,500,0,0,0
568,Lenovo,Notebook,Other Intel Processor,4,500GB HDD,Intel HD,Windows 10,2.2,30640,141.0,0,0,0,0,500,0,0,0
569,Lenovo,Notebook,Intel Core i5,4,500GB HDD,Intel HD,Windows 10,2.02,88179,112.0,0,0,0,0,500,0,0,0
570,HP,Workstation,Intel Core i5,8,500GB HDD,Nvidia Quadro,Windows 10,3.14,165758,106.0,0,0,0,0,500,0,0,0
571,HP,Notebook,Other Intel Processor,8,2TB HDD,Intel HD,Windows 10,1.94,34648,112.0,0,0,0,0,2,0,0,0
572,HP,Notebook,AMD A-Series,6,256GB SSD,AMD Radeon,Windows 10,1.95,57806,141.0,1,0,0,0,0,256,0,0
573,Lenovo,Notebook,Intel Core i5,8,256GB SSD,Intel HD,Windows 10,2.3,73928,141.0,0,0,0,0,0,256,0,0
574,Lenovo,Notebook,Intel Core i5,4,500GB HDD,Intel HD,Windows 10,2.05,61013,141.0,0,0,0,0,500,0,0,0
576,Toshiba,Ultrabook,Intel Core i7,16,512GB SSD,Intel HD,Windows 10,1.24,166116,157.0,0,1,0,0,0,512,0,0
577,Lenovo,Gaming,Intel Core i7,32,256GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,4.6,237193,127.0,1,0,0,0,1,256,0,0
578,MSI,Gaming,Intel Core i7,16,512GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,4.14,243072,127.0,0,0,0,0,1,512,0,0
579,Dell,Notebook,Intel Core i7,8,256GB SSD,AMD Radeon,Linux,2.2,66714,141.0,0,0,0,0,0,256,0,0
581,Dell,Notebook,Intel Core i5,8,500GB HDD,Intel HD,Windows 10,1.9,89829,100.0,0,0,0,0,500,0,0,0
582,HP,Notebook,Intel Core i3,4,128GB SSD,Intel HD,Windows 10,1.49,64041,166.0,0,0,0,0,0,128,0,0
583,Dell,Notebook,Intel Core i7,16,256GB SSD,Nvidia GeForce,Windows 10,1.93,136935,141.0,0,0,0,0,0,256,0,0
584,Dell,Netbook,Other Intel Processor,4,16GB Flash Storage,Intel HD,Chrome OS,1.26,26276,135.0,0,0,0,1,0,0,0,16
585,MSI,Gaming,Intel Core i7,16,128GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,4.5,209225,127.0,0,0,0,0,1,128,0,0
586,HP,Gaming,Intel Core i7,16,256GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,3.78,133427,127.0,1,0,0,0,1,256,0,0
587,Lenovo,Ultrabook,Intel Core i7,12,256GB SSD,Intel HD,Windows 10,1.4,149014,157.0,1,0,0,0,0,256,0,0
588,Lenovo,Notebook,Intel Core i7,12,1TB HDD,Intel HD,Windows 10,2.2,54244,100.0,0,1,0,0,1,0,0,0
589,Asus,Gaming,Intel Core i5,8,128GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,2.73,157654,127.0,1,0,0,0,1,128,0,0
590,Asus,2 in 1 Convertible,Intel Core i5,8,1TB HDD,Intel HD,Windows 10,2.2,65823,100.0,0,1,0,0,1,0,0,0
591,Lenovo,Notebook,AMD A-Series,12,512GB SSD,AMD Radeon,Windows 10,2.2,84527,141.0,0,0,0,0,0,512,0,0
592,Dell,2 in 1 Convertible,Other Intel Processor,4,128GB SSD,Intel HD,Windows 10,1.39,53709,135.0,0,1,0,0,0,128,0,0
594,Lenovo,Notebook,Intel Core i3,4,500GB HDD,Intel HD,No OS,2.8,47118,127.0,0,0,0,0,500,0,0,0
595,Lenovo,Notebook,Intel Core i3,8,1TB HDD,Intel HD,Windows 10,2.29,40883,100.0,0,0,0,0,1,0,0,0
596,Lenovo,2 in 1 Convertible,Intel Core i7,8,512GB SSD,Intel HD,Windows 10,1.37,180367,166.0,1,1,0,0,0,512,0,0
597,Lenovo,Notebook,Intel Core i5,8,256GB SSD,Intel HD,Windows 10,1.7,131289,157.0,1,0,0,0,0,256,0,0
598,Dell,2 in 1 Convertible,Intel Core i5,8,256GB SSD,Intel HD,Windows 10,1.34,148747,176.0,0,1,0,0,0,256,0,0
599,Dell,Workstation,Intel Core i7,8,256GB SSD,Nvidia Quadro,Windows 10,2.06,157030,141.0,0,1,0,0,0,256,0,0
600,HP,Notebook,Intel Core i7,8,256GB SSD,Intel HD,Windows 10,1.84,108576,141.0,0,0,0,0,0,256,0,0
601,HP,Notebook,Intel Core i3,4,500GB HDD,Intel HD,Windows 10,2.1,59542,100.0,0,0,0,0,500,0,0,0
602,Acer,Notebook,Other Intel Processor,4,32GB Flash Storage,Intel HD,Windows 10,1.6,29304,157.0,0,0,0,1,0,0,0,32
603,MSI,Gaming,Intel Core i7,16,128GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,4.14,195865,127.0,0,0,0,0,1,128,0,0
604,Dell,Notebook,Intel Core i3,4,1TB HDD,AMD Radeon,Linux,2.18,41418,100.0,0,0,0,0,1,0,0,0
605,MSI,Gaming,Intel Core i7,16,256GB SSD +  2TB HDD,Nvidia GeForce,Windows 10,1.8,204772,282.0,0,0,0,0,2,256,0,0
606,Toshiba,Notebook,Intel Core i7,8,256GB SSD,Intel HD,Windows 10,2.2,124609,141.0,1,0,0,0,0,256,0,0
607,Lenovo,Notebook,Intel Core i5,6,1TB HDD,Intel HD,Windows 10,2.4,50235,141.0,0,0,0,0,1,0,0,0
608,Lenovo,2 in 1 Convertible,Intel Core i7,8,256GB SSD,Intel HD,Windows 10,2.0,115702,141.0,1,1,0,0,0,256,0,0
609,Acer,Notebook,Other Intel Processor,4,128GB Flash Storage,Intel HD,Windows 10,1.6,31085,112.0,0,0,0,1,0,0,0,128
610,Lenovo,Notebook,Other Intel Processor,32,1TB SSD,Nvidia Quadro,Windows 10,2.5,436354,282.0,1,0,0,0,0,1,0,0
611,Dell,Gaming,Intel Core i7,16,1TB HDD,Nvidia GeForce,Windows 10,2.59,78293,141.0,0,0,0,0,1,0,0,0
612,Dell,Notebook,Intel Core i3,4,1TB HDD,Intel HD,Linux,2.18,39538,100.0,0,0,0,0,1,0,0,0
613,Dell,Notebook,Intel Core i3,4,1TB HDD,Intel HD,Linux,2.25,31976,100.0,0,0,0,0,1,0,0,0
614,Dell,Notebook,Intel Core i5,4,500GB HDD,Intel HD,Linux,1.93,77402,100.0,0,0,0,0,500,0,0,0
615,Asus,Gaming,Intel Core i7,8,128GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,3.0,104034,127.0,0,0,0,0,1,128,0,0
616,Dell,Notebook,Intel Core i5,4,128GB SSD,AMD Radeon,Linux,2.18,50681,141.0,0,0,0,0,0,128,0,0
617,HP,Ultrabook,Intel Core i7,8,512GB SSD,Intel HD,Windows 10,1.84,123718,141.0,0,0,0,0,0,512,0,0
618,MSI,Gaming,Intel Core i7,16,256GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,2.94,201998,141.0,0,0,0,0,1,256,0,0
619,Acer,2 in 1 Convertible,Other Intel Processor,4,32GB Flash Storage,Intel HD,Chrome OS,1.25,33758,135.0,1,1,0,1,0,0,0,32
620,HP,Notebook,Intel Core i5,8,256GB SSD,Intel HD,Windows 10,2.31,100115,112.0,0,0,0,0,0,256,0,0
